"id","SehirIlceMahalleAdi","UstID","minlongitude","minlatitude","maxlongitude","maxlatitude","MahalleID"
4499,BAŞARAP (KOÇYATAĞI),1096,30.387721,38.544946,30.426550,38.581092,
4500,BAŞÖREN (BAŞÖREN),1096,30.376289,38.380718,30.471110,38.502387,
4501,BOZAN (BOZAN),1096,30.709306,38.458007,30.755086,38.496699,
4502,BÜRÇEK (ÇAKIRÖZÜ),1096,30.472543,38.576291,30.512688,38.601715,
4503,ÇAĞLAYAN (KARAADİLLİ),1096,30.595921,38.302937,30.628768,38.348579,
4504,ÇAKIRÖZÜ (ÇAKIRÖZÜ),1096,30.491374,38.534835,30.532581,38.589925,
4505,ÇANAKPINARI (KOÇYATAĞI),1096,30.387523,38.565261,30.422293,38.594249,
4506,ÇOBANKAYA (ÇOBANKAYA),1096,30.610637,38.404386,30.677309,38.485270,
4507,CUMHURİYET (KARACAÖREN),1096,30.638399,38.260872,30.671591,38.289251,
4508,CUMHURİYET (KAYABELEN),1096,30.508256,38.461274,30.569752,38.477393,
4509,DADAK (DADAK),1096,30.387966,38.569258,30.481430,38.632573,
4510,DEMİRBEL (DEMİRBEL),1096,30.650069,38.328186,30.751646,38.377056,
4511,DEVELİ (KARAADİLLİ),1096,30.629227,38.284311,30.676017,38.342754,
4512,DOLAPDERESİ (KOÇYATAĞI),1096,30.434873,38.571847,30.447637,38.585838,
4513,EFE SULTAN (EFE),1096,30.597219,38.568710,30.628892,38.602890,
4514,ERENLER (KARAADİLLİ),1096,30.563520,38.270267,30.642982,38.340170,
4515,FATİH (ATLIHİSAR),1096,30.540571,38.411785,30.613441,38.450369,
4516,FATİH (EFE),1096,30.612955,38.557800,30.673779,38.611546,
4517,FATİH (KARACAÖREN),1096,30.582940,38.213148,30.673689,38.278460,
4518,GAZİPAŞA,1096,30.527202,38.532358,30.542699,38.540162,
4519,GÜLDEDE (BALÇIKHİSAR),1096,30.493074,38.346086,30.553795,38.443052,
4520,GÜNEYTEPE (GÜNEYTEPE),1096,30.509802,38.465203,30.575992,38.491727,
4521,HACI MUSA,1096,30.544596,38.511675,30.573246,38.531942,
4522,HALLAÇ (HALLAÇ),1096,30.565398,38.468315,30.658577,38.520387,
4523,HİSAR (ATLIHİSAR),1096,30.568762,38.447653,30.603348,38.457072,
4524,HİSAR,1096,30.540995,38.533505,30.544606,38.537339,
4525,HÜRRİYET (KARACAÖREN),1096,30.643990,38.232234,30.698425,38.271866,
4526,İCİKLİ (İCİKLİ),1096,30.646609,38.397495,30.709827,38.443794,
4527,İLYASLI (İLYASLI),1096,30.456229,38.433549,30.516980,38.494152,
4528,İPLİK,1096,30.542018,38.530171,30.545167,38.533780,
4529,İSALI (İSALI),1096,30.681353,38.483138,30.775452,38.568928,
4530,İSMET İNÖNÜ (KAYABELEN),1096,30.514138,38.451221,30.537462,38.465376,
4531,İSTİKLAL (BALÇIKHİSAR),1096,30.490366,38.438313,30.526254,38.453615,
4532,İSTİKLAL,1096,30.543524,38.538832,30.574410,38.566269,
4533,KARAHALLI (KARAHALLI),1096,30.651302,38.432617,30.733257,38.491837,
4534,KARLIK (KARLIK),1096,30.507275,38.549254,30.550716,38.608639,
4535,KAVAKLI (KAVAKLI),1096,30.436213,38.474227,30.485797,38.520595,
4536,KILINÇKAYA (KILINÇKAYA),1096,30.730858,38.304462,30.764387,38.321304,
4537,KOÇYATAĞI (KOÇYATAĞI),1096,30.391318,38.506916,30.501382,38.582722,
4538,KÖYÜN KENDİSİ (KULAK),1096,30.513414,38.320660,30.633305,38.419442,
4539,KÖYÜN KENDİSİ (OYNAĞAN),1096,30.647910,38.264322,30.760205,38.339290,
4540,KURTULUŞ,1096,30.543150,38.533002,30.549642,38.537431,
4541,MAHMUT (MAHMUT),1096,30.502610,38.478476,30.576302,38.517112,
4542,MEHMET AKİF ERSOY,1096,30.552372,38.528227,30.576497,38.551521,
4543,ORTAPINAR (ORTAPINAR),1096,30.486266,38.511112,30.529631,38.536217,
4544,PAŞACIK (PAŞACIK),1096,30.649356,38.472841,30.714276,38.526230,
4545,PAZAR,1096,30.544210,38.529023,30.560363,38.535647,
4546,SARIYAR (KOÇYATAĞI),1096,30.388420,38.582881,30.438755,38.616046,
4547,SATILMIŞ (KOÇYATAĞI),1096,30.422195,38.567590,30.441306,38.586403,
4548,SENİR (SENİR),1096,30.421843,38.514590,30.489093,38.549717,
4549,SİYEK (DADAK),1096,30.442361,38.578280,30.454165,38.590986,
4550,TAŞLICA,1096,30.521485,38.535812,30.553159,38.552482,
4551,TEKKE (TEKKE),1096,30.403880,38.460241,30.471413,38.517010,
4552,TİLKİDERESİ (KOÇYATAĞI),1096,30.447892,38.554902,30.479188,38.578972,
4553,TOPRAKPINAR (ORTAPINAR),1096,30.506417,38.526242,30.513884,38.529173,
4554,ÜÇİN (ÇAKIRÖZÜ),1096,30.498919,38.599989,30.541888,38.627269,
4555,UZUNPINAR (UZUNPINAR),1096,30.621972,38.351622,30.713727,38.406420,
4556,YALI,1096,30.532396,38.512768,30.549199,38.531259,
4557,YARIŞLI (YARIŞLI),1096,30.594775,38.511704,30.719563,38.597077,
4558,YAYLA (ÇAKIRÖZÜ),1096,30.472741,38.598906,30.506323,38.627780,
4559,YENİ (BALÇIKHİSAR),1096,30.517210,38.418399,30.559334,38.457390,
4560,YENİ (EFE),1096,30.608515,38.598733,30.629421,38.615817,
4561,YENİ (KARACAÖREN),1096,30.627853,38.261285,30.643369,38.279370,
4562,YENİ (KAYABELEN),1096,30.536623,38.439542,30.572617,38.465798,
4563,ZAFER (ATLIHİSAR),1096,30.583126,38.439791,30.615115,38.456634,
4564,ZAFER (BALÇIKHİSAR),1096,30.452635,38.364956,30.520276,38.446783,
4565,ZAFER (KARAADİLLİ),1096,30.610474,38.302526,30.658142,38.364594,
4566,ZAFER,1096,30.524311,38.514146,30.542330,38.530016,
4567,ABDİGÖR,1097,44.078046,39.489769,44.167963,39.542937,
4568,AHMEDİHANİ,1097,44.075747,39.548286,44.118550,39.558097,
4569,AKTARLA (AKTARLA),1097,43.550410,39.678966,43.629183,39.766745,
4570,AKTUĞLU (AKTUĞLU),1097,43.768011,39.607975,43.827172,39.653366,
4571,ALINTEPE (ALINTEPE),1097,43.866252,39.499605,43.934513,39.547363,
4572,AŞ.KÜÇÜK YILANLI (YILANLI),1097,43.965616,39.517909,44.006231,39.537323,
4573,AŞAĞITAVLA (AŞAĞITAVLA),1097,44.240043,39.476877,44.282007,39.516893,
4574,ATABAKAN (ATABAKAN),1097,43.953988,39.527091,44.002571,39.575560,
4575,AYRANCI (AYRANCI),1097,43.822293,39.411574,43.895892,39.519105,
4576,BARDAKLI (BARDAKLI),1097,44.043930,39.666584,44.123168,39.743380,
4577,BARINDI (BARINDI),1097,44.221367,39.507602,44.277228,39.574090,
4578,BARIŞ,1097,44.037793,39.532302,44.067247,39.546615,
4579,BAŞKÖY (BAŞKÖY),1097,44.115028,39.389473,44.160956,39.456269,
4580,BEREKET (BEREKET),1097,43.921911,39.561415,43.974660,39.605645,
4581,BESLER (BESLER),1097,44.147583,39.429871,44.193387,39.473242,
4582,BEZİRHANE (BEZİRHANE),1097,43.553037,39.733698,43.644594,39.840940,
4583,BİNKAYA (BİNKAYA),1097,43.834518,39.355536,43.956789,39.464380,
4584,BÖLÜCEK (BÖLÜCEK),1097,44.283861,39.373958,44.336702,39.432755,
4585,BOZKURT (BOZKURT),1097,44.081651,39.632429,44.138547,39.745244,
4586,BOZYAYLA (BOZYAYLA),1097,43.957122,39.675939,44.054738,39.750447,
4587,BULAKBAŞI (BULAKBAŞI),1097,43.770013,39.542840,43.803874,39.596920,
4588,BÜYÜK AĞRI,1097,44.028289,39.553717,44.066004,39.594224,
4589,BUYURETTİ (BUYURETTİ),1097,44.215863,39.469134,44.258715,39.515378,
4590,ÇALIKÖY (ÇALIKÖY),1097,43.694071,39.637017,43.779188,39.686593,
4591,ÇETENLİ (ÇETENLİ),1097,43.990924,39.413208,44.057861,39.459804,
4592,ÇİFTEPINAR,1097,44.077233,39.539488,44.090425,39.548639,
4593,ÇİFTLİK (ÇİFTLİK),1097,44.199739,39.548761,44.277471,39.692079,
4594,ÇÖMÇELİ (ÇÖMÇELİ),1097,43.801173,39.461726,43.871979,39.556882,
4595,DAĞDELEN (DAĞDELEN),1097,44.152838,39.400790,44.218278,39.438672,
4596,DALBAHÇE (DALBAHÇE),1097,43.819100,39.637946,43.887771,39.725441,
4597,DEMİRTEPE (DEMİRTEPE),1097,44.106862,39.569348,44.201830,39.638591,
4598,DOLAKLI (DOLAKLI),1097,44.020725,39.445275,44.068915,39.509947,
4599,DOSTALİ (DOSTALİ),1097,44.163907,39.485727,44.218700,39.526309,
4600,ESKİSU (ESKİSU),1097,43.671880,39.663461,43.723782,39.775625,
4601,ESNEMEZ (ESNEMEZ),1097,43.885344,39.438467,43.959574,39.500155,
4602,GÖKÇEKAYNAK (GÖKÇEKAYNAK),1097,43.907710,39.466217,43.966185,39.537410,
4603,GÖLLER (GÖLLER),1097,44.177644,39.463000,44.219468,39.488379,
4604,GÖLYÜZÜ (GÖLYÜZÜ),1097,44.153554,39.569495,44.202532,39.638936,
4605,GÖZÜKARA (GÖZÜKARA),1097,44.092958,39.446190,44.142815,39.490413,
4606,GÜLLÜCE (GÜLLÜCE),1097,43.736439,39.685784,43.766920,39.737987,
4607,GÜLTEPE (GÜLTEPE),1097,44.026215,39.608515,44.087519,39.649670,
4608,GÜNGÖREN (GÜNGÖREN),1097,44.259457,39.527114,44.487797,39.696035,
4609,GÜNYOLU (GÜNYOLU),1097,43.925215,39.580597,43.983654,39.635265,
4610,GÜRBULAK (GÜRBULAK),1097,44.311828,39.388429,44.386481,39.445456,
4611,HALAÇ (HALAÇ),1097,44.276959,39.448794,44.367479,39.532395,
4612,HASANKEYF,1097,44.084811,39.557237,44.145807,39.581107,
4613,HÜRRİYET,1097,44.053589,39.555038,44.081386,39.606433,
4614,İNCESU (İNCESU),1097,44.056434,39.408104,44.102768,39.462333,
4615,İSHAKPAŞA,1097,44.066005,39.546933,44.078588,39.556905,
4616,KALECİK (KALECİK),1097,43.771686,39.649311,43.819884,39.689207,
4617,KARABULAK (KARABULAK),1097,44.009781,39.644394,44.070777,39.700488,
4618,KARABURUN (KARABURUN),1097,44.159490,39.513796,44.236931,39.563414,
4619,KARACA (KARACA),1097,44.031981,39.580752,44.109199,39.622091,
4620,KARAKENT (KARAKENT),1097,43.958464,39.433278,44.032289,39.493254,
4621,KARAŞEYH (KARAŞEYH),1097,43.712877,39.679540,43.754578,39.773971,
4622,KARGAKONMAZ (KARGAKONMAZ),1097,44.261438,39.400265,44.315826,39.459347,
4623,KAZAN (KAZAN),1097,43.996351,39.556201,44.036801,39.614315,
4624,KIZILKAYA (KIZILKAYA),1097,44.018437,39.364609,44.072248,39.426314,
4625,KOÇKIRAN,1097,44.059946,39.504015,44.099268,39.544437,
4626,KUCAK (KUCAK),1097,43.761017,39.735363,43.884011,39.779915,
4627,KÜÇÜK YILANLI (YILANLI),1097,43.978405,39.524093,44.032153,39.556529,
4628,KUTLUBULAK (KUTLUBULAK),1097,43.872395,39.637318,43.964149,39.757903,
4629,MELİKŞAH (MELİKŞAH),1097,44.188598,39.428943,44.224116,39.471025,
4630,MESCİTKÖY (MESCİTKÖY),1097,43.759682,39.683790,43.786444,39.715940,
4631,ÖRMELİ (ÖRMELİ),1097,43.615661,39.669019,43.672722,39.749500,
4632,ORTADİREK (ORTADİREK),1097,43.958689,39.464295,44.028799,39.524882,
4633,ORTAKÖY (ORTAKÖY),1097,44.082870,39.402050,44.128565,39.448393,
4634,ÖRTÜLÜ (ÖRTÜLÜ),1097,44.112334,39.623128,44.260853,39.738502,
4635,PULLUTARLA (PULLUTARLA),1097,43.973500,39.564103,43.999375,39.607908,
4636,SAĞDIÇ (SAĞDIÇ),1097,44.031408,39.496803,44.090393,39.534811,
4637,SAĞLIKSUYU (SAĞLIKSUYU),1097,43.952787,39.605976,44.027044,39.667544,
4638,SANAYİ,1097,44.008334,39.540748,44.062638,39.558133,
4639,SARIBIYIK (SARIBIYIK),1097,43.643405,39.719532,43.713153,39.792915,
4640,SARIÇAVUŞ (SARIÇAVUŞ),1097,44.378224,39.411071,44.439740,39.533249,
4641,SARIGÜL,1097,44.083733,39.521300,44.165264,39.558374,
4642,SAZOBA (SAZOBA),1097,44.057555,39.616614,44.113925,39.668278,
4643,SESLİTAŞ (SESLİTAŞ),1097,43.824935,39.556579,43.870244,39.616523,
4644,SOMKAYA (SOMKAYA),1097,43.903062,39.354878,44.038010,39.415064,
4645,SUBEŞİĞİ (SUBEŞİĞİ),1097,43.854737,39.609770,43.914995,39.666236,
4646,SULUÇEM (SULUÇEM),1097,43.798501,39.672135,43.873187,39.742745,
4647,TANIKTEPE (TANIKTEPE),1097,43.919676,39.536574,43.956788,39.597710,
4648,TELÇEKER (TELÇEKER),1097,44.221600,39.439075,44.282498,39.482057,
4649,TOPÇATAN (TOPÇATAN),1097,44.143695,39.525253,44.201606,39.571205,
4650,TUTAK (TUTAK),1097,43.752861,39.715796,43.812377,39.767098,
4651,TUTUMLU (TUTUMLU),1097,43.765010,39.679278,43.806512,39.726317,
4652,ÜÇGÖZE (ÜÇGÖZE),1097,43.854912,39.539360,43.924216,39.595110,
4653,ÜÇMURAT (ÜÇMURAT),1097,43.794171,39.544548,43.853522,39.619939,
4654,ULUYOL,1097,44.062585,39.538737,44.079143,39.548347,
4655,ÜZENGİLİ (ÜZENGİLİ),1097,44.212720,39.411437,44.261496,39.461533,
4656,UZUNYAZI (UZUNYAZI),1097,44.310499,39.435986,44.419094,39.531428,
4657,VATAN,1097,44.042629,39.542622,44.068351,39.555040,
4658,YAĞMURDÜŞEN (YAĞMURDÜŞEN),1097,43.822620,39.611247,43.867623,39.644410,
4659,YALINSAZ (YALINSAZ),1097,43.868870,39.572773,43.930502,39.644522,
4660,YANOBA (YANOBA),1097,44.004526,39.540956,44.038117,39.581760,
4661,YAYGINYURT (YAYGINYURT),1097,44.268691,39.489766,44.344081,39.574371,
4662,YENİ,1097,44.072279,39.556900,44.094519,39.582818,
4663,YENİHARMAN (YENİHARMAN),1097,44.064267,39.462197,44.113698,39.507991,
4664,YIĞINÇAL (YIĞINÇAL),1097,43.928922,39.634729,44.010234,39.727318,
4665,YİĞİTYATAĞI (YİĞİTYATAĞI),1097,44.234965,39.383041,44.285019,39.438882,
4666,YUKARITAVLA (YUKARITAVLA),1097,44.129154,39.454273,44.178469,39.529692,
4667,"14 NİSAN",1098,43.634203,39.538571,43.664864,39.571278,
4668,AKÇEVRE (AKÇEVRE),1098,43.484039,39.414711,43.545745,39.469247,
4669,AKYOLAÇ (AKYOLAÇ),1098,43.561318,39.611117,43.628306,39.684390,
4670,ALTINKİLİT (ALTINKİLİT),1098,43.574634,39.465295,43.608294,39.521429,
4671,AŞAĞIAKPAZAR (AŞAĞIAKPAZAR),1098,43.563107,39.574487,43.599138,39.601481,
4672,AŞAĞIDALÖREN (AŞAĞIDALÖREN),1098,43.578639,39.410485,43.607189,39.441343,
4673,AŞAĞIKARDEŞLİ (AŞAĞIKARDEŞLİ),1098,43.546965,39.598787,43.602527,39.665040,
4674,AŞAĞITÜTEK (AŞAĞITÜTEK),1098,43.742860,39.481309,43.819909,39.558524,
4675,ATADAMI (ATADAMI),1098,43.682141,39.248739,43.863861,39.377221,
4676,ATATÜRK ,1098,43.671009,39.539746,43.710558,39.577512,
4677,ATAYOLU (ATAYOLU),1098,43.689374,39.562511,43.759210,39.616116,
4678,BATIBEYLİ (BATIBEYLİ),1098,43.429929,39.529531,43.491467,39.589669,
4679,BOYALAN (BOYALAN),1098,43.685452,39.474893,43.740353,39.518033,
4680,BUDAK (BUDAK),1098,43.515559,39.528671,43.549575,39.573441,
4681,BURGULU (BURGULU),1098,43.613045,39.425655,43.652297,39.455696,
4682,BÜVETLİ (BÜVETLİ),1098,43.756069,39.579881,43.799199,39.630231,
4683,DAVUT (DAVUT),1098,43.653607,39.452439,43.698235,39.491488,
4684,DEDEBULAK (DEDEBULAK),1098,43.632266,39.198224,43.751641,39.330903,
4685,DELİHASAN (DELİHASAN),1098,43.403595,39.351206,43.494717,39.461454,
4686,DİBEKLİ (DİBEKLİ),1098,43.594914,39.447468,43.619090,39.482792,
4687,DOKUZTAŞ (DOKUZTAŞ),1098,43.462614,39.568120,43.523693,39.604279,
4688,FATİH,1098,43.663618,39.484402,43.719324,39.541759,
4689,GEDİK (GEDİK),1098,43.548947,39.320423,43.593663,39.391589,
4690,GÖĞEBAKAN (GÖĞEBAKAN),1098,43.634800,39.488473,43.668083,39.536376,
4691,GÖL ,1098,43.635229,39.541802,43.689784,39.594383,
4692,GÖZÜPEK (GÖZÜPEK),1098,43.623597,39.362379,43.678610,39.438424,
4693,GÜNBULDU (GÜNBULDU),1098,43.544420,39.447994,43.590292,39.524849,
4694,HACIHALİT (HACIHALİT),1098,43.671925,39.345184,43.754659,39.448190,
4695,HEYBELİYURT (HEYBELİYURT),1098,43.531033,39.524074,43.579037,39.572189,
4696,İSAAĞA ,1098,43.644664,39.476432,43.678361,39.540409,
4697,İSAAĞA (İSAAĞA),1098,43.588750,39.518638,43.646703,39.572832,
4698,KAPANCA (KAPANCA),1098,43.531199,39.477123,43.575864,39.525881,
4699,KARAPAZAR (KARAPAZAR),1098,43.522052,39.571363,43.567752,39.626357,
4700,KARATAŞ (KARATAŞ),1098,43.443435,39.329076,43.539944,39.418809,
4701,KETENPINAR,1098,43.675191,39.535736,43.702504,39.544377,
4702,KOCAÇOBAN (KOCAÇOBAN),1098,43.470389,39.444093,43.510552,39.488834,
4703,KOTANCI (KOTANCI),1098,43.508319,39.394314,43.562282,39.449789,
4704,KUŞBURNU (KUŞBURNU),1098,43.648023,39.411112,43.690341,39.467071,
4705,KUŞLU (KUŞLU),1098,43.406674,39.472186,43.448363,39.494227,
4706,MOLLAKARA (MOLLAKARA),1098,43.556115,39.397288,43.600583,39.443137,
4707,MURAT,1098,43.644573,39.528494,43.671135,39.549317,
4708,MUTLU (MUTLU),1098,43.536818,39.375301,43.573700,39.412987,
4709,OĞULOBA (OĞULOBA),1098,43.573700,39.375487,43.624374,39.410505,
4710,OMUZBAŞI (OMUZBAŞI),1098,43.594855,39.560232,43.639884,39.603235,
4711,PİRALİ (PİRALİ),1098,43.472922,39.516390,43.516583,39.549155,
4712,RAHMANKULU (RAHMANKULU),1098,43.722107,39.435147,43.780025,39.517365,
4713,ŞAHİNŞAH (ŞAHİNŞAH),1098,43.448158,39.459436,43.491341,39.505754,
4714,SATICILAR (SATICILAR),1098,43.628205,39.595428,43.681945,39.678887,
4715,ŞEKERBULAK (ŞEKERBULAK),1098,43.407191,39.489948,43.464202,39.551762,
4716,SOĞUKSU (SOĞUKSU),1098,43.565701,39.198528,43.690729,39.303462,
4717,SÜRENKÖK (SÜRENKÖK),1098,43.462590,39.488386,43.507810,39.532620,
4718,SÜRMELİKOÇ (SÜRMELİKOÇ),1098,43.494692,39.484626,43.532957,39.514252,
4719,TAŞBASAMAK (TAŞBASAMAK),1098,43.597293,39.476706,43.654602,39.519186,
4720,TAŞKESEN (TAŞKESEN),1098,43.689019,39.437284,43.737781,39.477082,
4721,TAZEKENT (TAZEKENT),1098,43.617445,39.451485,43.653711,39.485467,
4722,TOKLUCAK (TOKLUCAK),1098,43.507545,39.503358,43.554145,39.532955,
4723,ULUKENT (ULUKENT),1098,43.552191,39.437091,43.613782,39.465367,
4724,UYSALLI (UYSALLI),1098,43.488276,39.536650,43.525127,39.575019,
4725,YANIKÇUKUR (YANIKÇUKUR),1098,43.485226,39.260889,43.602759,39.375549,
4726,YENİÇADIR (YENİÇADIR),1098,43.678517,39.597709,43.737507,39.665584,
4727,YEŞİLDURAK (YEŞİLDURAK),1098,43.601182,39.581079,43.663539,39.631059,
4728,YILAN (TAZEKENT),1098,35.100288,40.818102,35.125566,40.829138,
4729,YILDIRIM (YILDIRIM),1098,43.727178,39.538191,43.784990,39.596792,
4730,YILDIZ (YILDIZ),1098,43.500012,39.449570,43.546636,39.493011,
4731,YOLCUPINARI (YOLCUPINARI),1098,43.586266,39.292842,43.688875,39.398308,
4732,YÖRÜKATLI (YÖRÜKATLI),1098,43.720395,39.609506,43.776164,39.658148,
4733,YUKARIAKPAZAR (YUKARIAKPAZAR),1098,43.560634,39.522803,43.602964,39.575281,
4734,YUKARIDALÖREN (YUKARIDALÖREN),1098,43.601429,39.399401,43.625188,39.445462,
4735,YUKARITÜTEK (YUKARITÜTEK),1098,43.739748,39.369942,43.858577,39.487470,
4736,YUVA (YUVA),1098,43.397677,39.427995,43.448677,39.478715,
4737,ABDİKÖY (ABDİKÖY),1099,42.534085,39.719986,42.569010,39.765152,
4738,AKYUMAK (AKYUMAK),1099,42.760066,39.887824,42.884109,39.984213,
4739,ALAGÜN (ALAGÜN),1099,42.675214,39.687185,42.723311,39.759614,
4740,ALKUŞAK (ALKUŞAK),1099,42.865717,39.779434,42.889550,39.830554,
4741,ARİFBEY (ARİFBEY),1099,42.864444,39.709933,42.893725,39.746703,
4742,AŞAĞICİHANBEY (YAYLADÜZÜ),1099,42.303105,39.753288,42.365791,39.831147,
4743,AŞAĞIKOPUZ (AŞAĞIKOPUZ),1099,42.671794,39.839009,42.730603,39.886151,
4744,AYDINTEPE (TAHİR),1099,42.379176,39.822105,42.442527,39.876461,
4745,AYDOĞDU (AYDOĞDU),1099,42.601856,39.688191,42.653592,39.736471,
4746,ÇATALPINAR (ÇATALPINAR),1099,42.503065,39.769740,42.564993,39.849523,
4747,ÇATKÖSEDAĞ (ÇATKÖSEDAĞ),1099,42.506547,39.864321,42.634502,39.936191,
4748,ÇETİNSU (ÇETİNSU),1099,42.458945,39.674227,42.546994,39.782212,
4749,ÇİFTEPINAR (ÇİFTEPINAR),1099,42.890619,39.725468,42.912675,39.742057,
4750,CUMHURİYET (YAYLADÜZÜ),1099,42.294343,39.819240,42.327992,39.850700,
4751,DALKILIÇ (DALKILIÇ),1099,42.729101,39.828438,42.791802,39.907787,
4752,DEĞİRMENGEÇİDİ (YAYLADÜZÜ),1099,42.325998,39.813698,42.383287,39.872422,
4753,DEĞİRMENOLUĞU (DEĞİRMENOLUĞU),1099,42.785643,39.748765,42.832280,39.825276,
4754,DOLUTAŞ (DOLUTAŞ),1099,42.659358,39.723647,42.693893,39.772723,
4755,DÜZAĞIL (DÜZAĞIL),1099,42.568850,39.717514,42.601226,39.743650,
4756,DÜZYAYLA (DÜZYAYLA),1099,42.832120,39.783713,42.867997,39.833195,
4757,ERGÖZÜ (ERGÖZÜ),1099,42.778459,39.725734,42.814962,39.772506,
4758,ESENTEPE,1099,42.639944,39.766408,42.732886,39.797227,
4759,ESENTEPE (YÜCEKAPI),1099,42.735366,39.748134,42.738933,39.754914,
4760,FATİH,1099,42.667919,39.798517,42.675248,39.802747,
4761,GÖKÇAYIR (YAYLADÜZÜ),1099,42.344287,39.751419,42.394853,39.842971,
4762,GONCALI (GONCALI),1099,42.834395,39.830155,42.931857,39.933921,
4763,GÖZAYDIN (GÖZAYDIN),1099,42.601543,39.850491,42.657787,39.935214,
4764,GÜNEYKAYA (GÜNEYKAYA),1099,42.551594,39.773695,42.613279,39.823753,
4765,GÜVENCE (GÜVENCE),1099,42.823666,39.736044,42.883892,39.768238,
4766,HASANPINARI (HASANPINARI),1099,42.708012,39.862344,42.764201,39.900670,
4767,HAYDAROĞLU (HAYDAROĞLU),1099,42.874696,39.816025,42.942089,39.869022,
4768,HAYRANGÖL (HAYRANGÖL),1099,42.368506,39.688805,42.485003,39.798008,
4769,HÜRRİYET (HÜRRİYET),1099,42.839352,39.677334,42.870239,39.740044,
4770,HÜRRİYET,1099,42.659075,39.801242,42.695232,39.830381,
4771,İKİZGEÇE (İKİZGEÇE),1099,42.872693,39.787601,42.925222,39.831343,
4772,İKİZGÖL (İKİZGÖL),1099,42.588839,39.793729,42.642341,39.851600,
4773,İNDERE (İNDERE),1099,42.561493,39.691051,42.585775,39.730975,
4774,İSTİKLAL,1099,42.674585,39.786469,42.733152,39.806413,
4775,KANATGEREN (KANATGEREN),1099,42.849015,39.760974,42.884750,39.790575,
4776,KARABACAK (KARABACAK),1099,42.390668,39.787573,42.445549,39.839101,
4777,KARŞIYAKA,1099,42.642348,39.802268,42.674387,39.830380,
4778,KARŞIYAKA (TAHİR),1099,42.431845,39.855465,42.457609,39.870947,
4779,KARŞIYAKA (YAYLADÜZÜ),1099,42.286378,39.799149,42.318773,39.836318,
4780,KAYAYOLU (KAYAYOLU),1099,42.568398,39.822073,42.611978,39.868014,
4781,KAZIM KARABEKİR,1099,42.601872,39.793986,42.668386,39.826325,
4782,KOKULUPINAR (KOKULUPINAR),1099,42.703547,39.888589,42.774614,39.963308,
4783,KÖRPEÇAYIR (KÖRPEÇAYIR),1099,42.615557,39.734632,42.651609,39.765323,
4784,LOZAN,1099,42.663136,39.794907,42.676158,39.799303,
4785,MOLLAHÜSEYİN (MOLLAHÜSEYİN),1099,42.584970,39.690408,42.623757,39.726715,
4786,MOLLASÜLEYMAN (MOLLASÜLEYMAN),1099,42.716937,39.795985,42.769685,39.843435,
4787,MÜFTÜSELİM,1099,42.675608,39.788731,42.713857,39.798436,
4788,OKLAVALI (YÜCEKAPI),1099,42.752366,39.730519,42.780836,39.772989,
4789,ÖZTOPRAK (ÖZTOPRAK),1099,42.721658,39.685812,42.783140,39.735622,
4790,PALAKÇAYIRI (PALAKÇAYIRI),1099,42.592359,39.726469,42.618909,39.772229,
4791,PİRABAT (PİRABAT),1099,42.545529,39.738363,42.609599,39.780579,
4792,RAMAZAN (RAMAZAN),1099,42.615506,39.826317,42.674443,39.884449,
4793,SADAKLI (SADAKLI),1099,42.756821,39.770526,42.789878,39.830466,
4794,SALKIMLI (SALKIMLI),1099,42.617747,39.705617,42.647219,39.753821,
4795,SARIKÖY (SARIKÖY),1099,42.437384,39.768557,42.508262,39.869690,
4796,ŞEHİT ENGİN (YÜCEKAPI),1099,42.704191,39.693295,42.765050,39.784278,
4797,SÖBETAŞ (SÖBETAŞ),1099,42.762017,39.681222,42.827461,39.727248,
4798,SULTANABAT (SULTANABAT),1099,42.804504,39.677217,42.848305,39.751102,
4799,SÜZGEÇLİ (SÜZGEÇLİ),1099,42.607401,39.756310,42.667170,39.800481,
4800,TOPRAKKALE (TOPRAKKALE),1099,42.779952,39.818732,42.852244,39.889120,
4801,TÜRKELİ (TÜRKELİ),1099,42.504013,39.816289,42.583679,39.894445,
4802,ULUDAL (ULUDAL),1099,42.644248,39.688393,42.677259,39.760542,
4803,UZUNYAZI (UZUNYAZI),1099,42.731229,39.780183,42.758283,39.813798,
4804,YAĞMURLU (YAĞMURLU),1099,42.503932,39.688771,42.563364,39.720145,
4805,YANIKDERE (YANIKDERE),1099,42.884750,39.761320,42.921958,39.800222,
4806,YELKESEN (YELKESEN),1099,42.820051,39.762995,42.853076,39.816674,
4807,YEŞİL (TAHİR),1099,42.388634,39.850981,42.499855,39.899827,
4808,YEŞİLOVA (YEŞİLOVA),1099,42.813184,39.738379,42.831788,39.748765,
4809,YEŞİLYURT (YÜCEKAPI),1099,42.689389,39.736570,42.739307,39.776466,
4810,YIĞINTAŞ (YIĞINTAŞ),1099,42.664265,39.805338,42.719094,39.846830,
4811,YUKARIKOPUZ (YUKARIKOPUZ),1099,42.634380,39.866030,42.709133,39.947800,
4812,ABDİÇIKMAZ (ABDİÇIKMAZ),1100,43.106990,39.327102,43.155912,39.448302,
4813,ADIMOVA (ADIMOVA),1100,43.009060,39.621943,43.068809,39.652484,
4814,ALAKOYUN (ALAKOYUN),1100,43.123874,39.535277,43.163053,39.577732,
