"id","SehirIlceMahalleAdi","UstID","minlongitude","minlatitude","maxlongitude","maxlatitude","MahalleID"
1,ADANA,0,,,,,
2,ADIYAMAN,0,,,,,
3,AFYONKARAHİSAR,0,,,,,
4,AĞRI,0,,,,,
5,AMASYA,0,,,,,
6,ANKARA,0,,,,,
7,ANTALYA,0,,,,,
8,ARTVİN,0,,,,,
9,AYDIN,0,,,,,
10,BALIKESİR,0,,,,,
11,BİLECİK,0,,,,,
12,BİNGÖL,0,,,,,
13,BİTLİS,0,,,,,
14,BOLU,0,,,,,
15,BURDUR,0,,,,,
16,BURSA,0,,,,,
17,ÇANAKKALE,0,,,,,
18,ÇANKIRI,0,,,,,
19,ÇORUM,0,,,,,
20,DENİZLİ,0,,,,,
21,DİYARBAKIR,0,,,,,
22,EDİRNE,0,,,,,
23,ELAZIĞ,0,,,,,
24,ERZİNCAN,0,,,,,
25,ERZURUM,0,,,,,
26,ESKİŞEHİR,0,,,,,
27,GAZİANTEP,0,,,,,
28,GİRESUN,0,,,,,
29,GÜMÜŞHANE,0,,,,,
30,HAKKARİ,0,,,,,
31,HATAY,0,,,,,
32,ISPARTA,0,,,,,
33,MERSİN,0,,,,,
34,İSTANBUL,0,,,,,
35,İZMİR,0,,,,,
36,KARS,0,,,,,
37,KASTAMONU,0,,,,,
38,KAYSERİ,0,,,,,
39,KIRKLARELİ,0,,,,,
40,KIRŞEHİR,0,,,,,
41,KOCAELİ,0,,,,,
42,KONYA,0,,,,,
43,KÜTAHYA,0,,,,,
44,MALATYA,0,,,,,
45,MANİSA,0,,,,,
46,KAHRAMANMARAŞ,0,,,,,
47,MARDİN,0,,,,,
48,MUĞLA,0,,,,,
49,MUŞ,0,,,,,
50,NEVŞEHİR,0,,,,,
51,NİĞDE,0,,,,,
52,ORDU,0,,,,,
53,RİZE,0,,,,,
54,SAKARYA,0,,,,,
55,SAMSUN,0,,,,,
56,SİİRT,0,,,,,
57,SİNOP,0,,,,,
58,SİVAS,0,,,,,
59,TEKİRDAĞ,0,,,,,
60,TOKAT,0,,,,,
61,TRABZON,0,,,,,
62,TUNCELİ,0,,,,,
63,ŞANLIURFA,0,,,,,
64,UŞAK,0,,,,,
65,VAN,0,,,,,
66,YOZGAT,0,,,,,
67,ZONGULDAK,0,,,,,
68,AKSARAY,0,,,,,
69,BAYBURT,0,,,,,
70,KARAMAN,0,,,,,
71,KIRIKKALE,0,,,,,
72,BATMAN,0,,,,,
73,ŞIRNAK,0,,,,,
74,BARTIN,0,,,,,
75,ARDAHAN,0,,,,,
76,IĞDIR,0,,,,,
77,YALOVA,0,,,,,
78,KARABÜK,0,,,,,
79,KİLİS,0,,,,,
80,OSMANİYE,0,,,,,
81,DÜZCE,0,,,,,
1055,ALADAĞ,1,35.038593,37.308218,35.585826,37.726777,1757
1056,CEYHAN,1,35.570968,36.838976,36.095943,37.274598,1219
1057,FEKE,1,35.588403,37.686398,36.097563,38.106104,1329
1058,KARATAŞ,1,34.908049,36.538287,35.592878,36.798939,1443
1059,KARAİSALI,1,34.925712,37.117012,35.458367,37.494490,1437
1060,KOZAN,1,35.461560,37.240828,36.091807,37.822772,1486
1061,POZANTI,1,34.659129,37.285454,35.114814,37.686241,1580
1062,SARIÇAM,1,35.270015,36.965140,35.684446,37.273995,2032
1063,SAİMBEYLİ,1,35.888600,37.740030,36.285146,38.145582,1588
1064,SEYHAN,1,35.092821,36.790335,35.338313,37.040029,1104
1065,TUFANBEYLİ,1,35.980226,38.052601,36.410288,38.422703,1687
1066,YUMURTALIK,1,35.466616,36.565301,35.932980,36.904672,1734
1067,YÜREĞİR,1,35.157796,36.729950,35.708110,37.046181,1748
1068,ÇUKUROVA,1,35.002017,37.024188,35.339572,37.177469,2033
1069,İMAMOĞLU,1,35.402356,37.196157,35.805298,37.427194,1806
1070,BESNİ,2,37.567794,37.423093,38.174587,37.777015,1182
1071,GERGER,2,38.770797,37.828742,39.255022,38.202873,1347
1072,GÖLBAŞI,2,37.439990,37.552970,37.884566,37.946922,1354
1073,KAHTA,2,38.443426,37.598728,38.960499,38.035857,1425
1074,MERKEZ,2,37.974109,37.410225,38.503800,37.998999,1105
1075,SAMSAT,2,38.344015,37.473765,38.635270,37.674988,1592
1076,SİNCİK,2,38.406112,37.906973,38.748062,38.160041,1985
1077,TUT,2,37.798557,37.739350,38.069668,37.902315,1989
1078,ÇELİKHAN,2,38.131299,37.957041,38.460350,38.159736,1246
1079,BAYAT,3,30.784783,38.814138,31.023435,39.205094,1773
1080,BAŞMAKÇI,3,29.821528,37.777156,30.157492,37.995928,1771
1081,BOLVADİN,3,30.869516,38.622349,31.401139,38.933942,1200
1082,DAZKIRI,3,29.629088,37.813968,29.970887,38.037506,1267
1083,DİNAR,3,29.952213,37.917178,30.609956,38.387402,1281
1084,EMİRDAĞ,3,30.926109,38.748292,31.765327,39.277539,1306
1085,EVCİLER,3,29.791506,37.976362,30.045033,38.145585,1923
1086,HOCALAR,3,29.816211,38.431649,30.095463,38.744534,1944
1087,KIZILÖREN,3,30.079585,38.208941,30.267184,38.331443,1961
1088,MERKEZ,3,30.188532,38.547654,30.856994,39.000464,1108
1089,SANDIKLI,3,29.911924,38.265543,30.412622,38.716219,1594
1090,SULTANDAĞI,3,31.154671,38.381913,31.609128,38.803398,1639
1091,SİNANPAŞA,3,29.984060,38.510964,30.439974,38.911534,1626
1092,ÇAY,3,30.692621,38.313181,31.222973,38.672909,1239
1093,ÇOBANLAR,3,30.734258,38.641965,30.958591,38.840837,1906
1094,İHSANİYE,3,30.236040,38.893197,30.718307,39.224803,1404
1095,İSCEHİSAR,3,30.615173,38.792964,30.908539,39.054913,1809
1096,ŞUHUT,3,30.376289,38.213148,30.792244,38.632573,1664
1097,DOĞUBAYAZIT,4,43.550410,39.337434,44.487797,39.840940,1287
1098,DİYADİN,4,43.397677,39.198224,43.879131,39.684390,1283
1099,ELEŞKİRT,4,42.286378,39.674227,42.942089,39.984213,1301
1100,HAMUR,4,42.879840,39.322092,43.280310,39.668371,1379
1101,MERKEZ,4,42.851634,39.558972,43.427609,39.997963,1111
1102,PATNOS,4,42.603260,38.932230,43.223312,39.421002,1568
1103,TAŞLIÇAY,4,43.226549,39.358393,43.565632,39.843865,1667
1104,TUTAK,4,42.386741,39.304513,42.971922,39.691056,1691
1105,GÖYNÜCEK,5,35.369522,40.234023,35.737266,40.519586,1363
1106,GÜMÜŞHACIKÖY,5,35.035976,40.698347,35.343402,41.083166,1368
1107,HAMAMÖZÜ,5,34.984020,40.693257,35.176980,40.883960,1938
1108,MERKEZ,5,35.433011,40.414548,36.325145,40.865941,1134
1109,MERZİFON,5,35.223083,40.628711,35.638570,41.042653,1524
1110,SULUOVA,5,35.533746,40.666977,35.932254,40.897524,1641
1111,TAŞOVA,5,36.047274,40.602786,36.490833,40.980662,1668
1112,AKYURT,6,32.954145,40.023240,33.316618,40.227088,1872
1113,ALTINDAĞ,6,32.830721,39.928408,33.117330,40.057042,1130
1114,AYAŞ,6,31.947041,39.798909,32.549849,40.253215,1157
1115,BALA,6,32.839857,39.211595,33.545584,39.738076,1167
1116,BEYPAZARI,6,31.684020,39.869159,32.213027,40.421678,1187
1117,ELMADAĞ,6,33.016221,39.689574,33.395665,40.073684,1302
1118,ETİMESGUT,6,32.480839,39.723311,32.799184,40.005681,1922
1119,EVREN,6,33.650965,38.935220,33.887455,39.151918,1924
1120,GÖLBAŞI,6,32.499551,39.246575,33.033074,39.838688,1744
1121,GÜDÜL,6,32.105322,40.061769,32.407441,40.374101,1365
1122,HAYMANA,6,32.282215,38.970202,32.855864,39.649624,1387
1123,KAHRAMANKAZAN,6,32.515011,40.025924,32.901234,40.347435,1815
1124,KALECİK,6,33.204284,39.952312,33.662575,40.407423,1427
1125,KEÇİÖREN,6,32.740333,39.957774,32.900291,40.215276,1745
1126,KIZILCAHAMAM,6,32.268347,40.208121,32.907823,40.760590,1473
1127,MAMAK,6,32.875961,39.788449,33.167501,40.021705,1746
1128,NALLIHAN,6,30.834200,40.005982,31.769823,40.370675,1539
1129,POLATLI,6,31.765731,38.957291,32.434446,39.887531,1578
1130,PURSAKLAR,6,32.798268,40.021343,32.999578,40.200247,2034
1131,SİNCAN,6,32.234407,39.618199,32.605457,40.158816,1747
1132,YENİMAHALLE,6,32.563202,39.911010,32.847119,40.104982,1723
1133,ÇAMLIDERE,6,32.093721,40.359581,32.591534,40.632939,1227
1134,ÇANKAYA,6,32.625768,39.658157,33.139675,39.936840,1231
1135,ÇUBUK,6,32.798337,40.092864,33.271111,40.541472,1260
1136,ŞEREFLİKOÇHİSAR,6,33.131421,38.669942,33.800384,39.272275,1658
1137,AKSEKİ,7,31.433921,36.793127,31.974104,37.372574,1121
1138,AKSU,7,30.723031,36.851345,30.977083,37.241873,2035
1139,ALANYA,7,31.648065,36.317003,32.503901,36.784091,1126
1140,DEMRE,7,29.799344,36.165639,30.071626,36.396417,1811
1141,DÖŞEMEALTI,7,30.438761,36.924123,30.730000,37.257456,2036
1142,ELMALI,7,29.665618,36.452764,30.244077,36.921224,1303
1143,FİNİKE,7,29.845970,36.246446,30.252429,36.565267,1333
1144,GAZİPAŞA,7,32.242844,36.092439,32.608360,36.579082,1337
1145,GÜNDOĞMUŞ,7,31.738042,36.664231,32.442883,37.123492,1370
1146,KAŞ,7,29.259912,36.122230,29.927036,36.628961,1451
1147,KEMER,7,30.387615,36.396934,30.592575,36.764087,1959
1148,KEPEZ,7,30.590038,36.893774,30.806113,37.169391,2037
1149,KONYAALTI,7,30.363071,36.668580,30.665544,36.970253,2038
1150,KORKUTELİ,7,29.715364,36.804514,30.519064,37.331353,1483
1151,KUMLUCA,7,30.051306,36.175730,30.529625,36.848861,1492
1152,MANAVGAT,7,31.034115,36.662075,31.754664,37.437815,1512
1153,MURATPAŞA,7,30.658349,36.845296,30.867319,36.930861,2039
1154,SERİK,7,30.809998,36.828630,31.228378,37.381773,1616
1155,İBRADI,7,31.338591,37.002081,31.717598,37.355311,1946
1156,ARDANUÇ,8,41.917125,40.916847,42.379423,41.256853,1145
1157,ARHAVİ,8,41.244185,41.084777,41.525555,41.369685,1147
1158,BORÇKA,8,41.523930,41.266974,42.121450,41.524916,1202
1159,HOPA,8,41.337214,41.318349,41.540292,41.452943,1395
1160,KEMALPAŞA,8,41.469292,41.421337,41.623114,41.520124,2105
1161,MERKEZ,8,41.513912,40.914842,42.175140,41.357643,1152
1162,MURGUL,8,41.471390,41.120287,41.679502,41.372317,1828
1163,YUSUFELİ,8,41.156863,40.571218,41.909881,41.122583,1736
1164,ŞAVŞAT,8,42.074785,41.085444,42.596275,41.514580,1653
1165,BOZDOĞAN,9,28.187247,37.457768,28.606442,37.840991,1206
1166,BUHARKENT,9,28.660155,37.928539,28.843599,38.065430,1781
1167,DİDİM,9,27.181268,37.322566,27.517512,37.561394,2000
1168,EFELER,9,27.747839,37.711407,28.116273,37.999525,2076
1169,GERMENCİK,9,27.444907,37.782931,27.702037,38.011072,1348
1170,KARACASU,9,28.470602,37.530719,28.818302,37.865627,1435
1171,KARPUZLU,9,27.695921,37.445087,27.929690,37.678176,1957
1172,KOÇARLI,9,27.541298,37.500568,27.867370,37.817358,1479
1173,KUYUCAK,9,28.413837,37.845230,28.759209,38.118724,1498
1174,KUŞADASI,9,26.999933,37.642419,27.396025,37.922591,1497
1175,KÖŞK,9,27.993455,37.809391,28.131959,38.038664,1968
1176,NAZİLLİ,9,28.212455,37.741954,28.515094,38.129301,1542
1177,SULTANHİSAR,9,28.083382,37.842789,28.294557,38.048551,1640
1178,SÖKE,9,27.054426,37.507797,27.663077,37.845413,1637
1179,YENİPAZAR,9,28.089440,37.696879,28.297549,37.862710,1724
1180,ÇİNE,9,27.844534,37.455764,28.270003,37.767905,1256
1181,İNCİRLİOVA,9,27.653733,37.766205,27.859544,37.982171,1807
1182,ALTIEYLÜL,10,27.627716,39.321772,28.119161,39.793841,2077
1183,AYVALIK,10,26.524210,39.166146,27.016082,39.410010,1161
1184,BALYA,10,27.339294,39.614442,27.852986,39.950646,1169
1185,BANDIRMA,10,27.657092,40.095205,28.228545,40.399499,1171
1186,BURHANİYE,10,26.852402,39.290857,27.172458,39.555524,1216
1187,BİGADİÇ,10,27.959678,39.290111,28.654893,39.560648,1191
1188,DURSUNBEY,10,28.280691,39.281924,29.011497,39.777617,1291
1189,EDREMİT,10,26.651761,39.551713,27.101095,39.765320,1294
1190,ERDEK,10,27.577337,40.376855,28.034633,40.528685,1310
1191,GÖMEÇ,10,26.773797,39.312048,27.013129,39.445450,1928
1192,GÖNEN,10,27.391250,39.922660,27.864331,40.327085,1360
1193,HAVRAN,10,27.041824,39.430963,27.354651,39.750746,1384
1194,KARESİ,10,27.576890,39.642548,28.039438,39.935046,2078
1195,KEPSUT,10,28.055191,39.514683,28.544971,39.862383,1462
1196,MANYAS,10,27.742194,39.924805,28.120612,40.172736,1514
1197,MARMARA,10,27.465272,40.467517,27.744087,40.668592,1824
1198,SAVAŞTEPE,10,27.504957,39.313162,27.847806,39.554216,1608
1199,SINDIRGI,10,27.914222,39.082117,28.687338,39.375354,1619
1200,SUSURLUK,10,27.976743,39.758070,28.344019,40.114404,1644
1201,İVRİNDİ,10,27.164565,39.339757,27.667803,39.680705,1418
1202,BOZÜYÜK,11,29.731051,39.658465,30.275366,39.988829,1210
1203,GÖLPAZARI,11,30.060896,40.128732,30.574372,40.386066,1359
1204,MERKEZ,11,29.704669,39.981688,30.155437,40.318363,1192
1205,OSMANELİ,11,29.817935,40.280496,30.218367,40.516624,1559
1206,PAZARYERİ,11,29.727850,39.931774,30.054102,40.109781,1571
1207,SÖĞÜT,11,30.061726,39.841272,30.362925,40.157248,1636
1208,YENİPAZAR,11,30.370344,40.112591,30.663958,40.292222,1857
1209,İNHİSAR,11,30.289053,39.971155,30.539552,40.151237,1948
1210,ADAKLI,12,40.358535,39.072897,40.743802,39.396987,1750
1211,GENÇ,12,40.139494,38.472310,40.994629,38.873777,1344
1212,KARLIOVA,12,40.675019,39.071344,41.266944,39.479447,1446
1213,KİĞI,12,40.123514,39.128341,40.463153,39.420090,1475
1214,MERKEZ,12,40.171993,38.712872,40.849634,39.133908,1193
1215,SOLHAN,12,40.804463,38.669317,41.263387,39.098741,1633
1216,YAYLADERE,12,39.935497,39.086754,40.232365,39.332620,1855
1217,YEDİSU,12,40.276534,39.316831,40.694163,39.533898,1996
1218,ADİLCEVAZ,13,42.584488,38.516629,43.225261,39.025337,1106
1219,AHLAT,13,42.084950,38.625116,42.643662,38.929317,1112
1220,GÜROYMAK,13,41.894933,38.465638,42.243315,38.755968,1798
1221,HİZAN,13,42.234023,37.975903,42.731841,38.327622,1394
1222,MERKEZ,13,41.784896,38.147933,42.381371,38.503211,1196
1223,MUTKİ,13,41.545414,38.236295,42.010299,38.626912,1537
1224,TATVAN,13,42.189517,38.249398,42.780882,38.737172,1669
1225,DÖRTDİVAN,14,31.827920,40.406203,32.213342,40.770115,1916
1226,GEREDE,14,32.089517,40.543815,32.582081,40.893440,1346
1227,GÖYNÜK,14,30.562463,40.134356,31.072206,40.519200,1364
1228,KIBRISCIK,14,31.686290,40.299548,32.033832,40.528971,1466
1229,MENGEN,14,31.757592,40.813982,32.392376,41.050526,1522
1230,MERKEZ,14,31.296645,40.526821,31.992709,40.989738,1199
1231,MUDURNU,14,30.863613,40.333298,31.505665,40.696834,1531
1232,SEBEN,14,31.387662,40.269225,31.834897,40.631877,1610
1233,YENİÇAĞA,14,31.907006,40.739293,32.143119,40.862720,1997
1234,ALTINYAYLA,15,29.301758,36.813704,29.605468,37.057735,1874
1235,AĞLASUN,15,30.467590,37.531197,30.774001,37.700726,1109
1236,BUCAK,15,30.209034,37.220224,30.939224,37.550238,1211
1237,GÖLHİSAR,15,29.335100,36.908243,29.657923,37.284643,1357
1238,KARAMANLI,15,29.551853,37.287292,29.999658,37.456144,1813
1239,KEMER,15,29.965110,37.255030,30.209034,37.479929,1816
1240,MERKEZ,15,29.966966,37.321293,30.492706,37.833850,1215
1241,TEFENNİ,15,29.564676,37.125823,29.979730,37.372862,1672
1242,YEŞİLOVA,15,29.519975,37.422942,29.982729,37.796544,1728
1243,ÇAVDIR,15,29.591986,36.952110,29.865344,37.277369,1899
1244,ÇELTİKÇİ,15,30.353055,37.467658,30.569499,37.600778,1903
1245,BÜYÜKORHAN,16,28.692019,39.618678,29.055586,39.863751,1783
1246,GEMLİK,16,28.988173,40.314233,29.402615,40.578958,1343
1247,GÜRSU,16,29.131163,40.198354,29.323098,40.339413,1935
1248,HARMANCIK,16,28.937598,39.604213,29.305103,39.802124,1799
1249,KARACABEY,16,28.080408,40.067827,28.682657,40.567474,1434
1250,KELES,16,29.088540,39.738059,29.462811,40.049559,1457
1251,KESTEL,16,29.186021,40.049559,29.469801,40.331993,1960
1252,MUDANYA,16,28.553274,40.256888,28.998314,40.394440,1530
1253,MUSTAFAKEMALPAŞA,16,28.196088,39.744062,28.819519,40.174045,1535
1254,NİLÜFER,16,28.649385,40.068671,29.009516,40.282034,1829
1255,ORHANELİ,16,28.727468,39.729169,29.161010,40.077936,1553
1256,ORHANGAZİ,16,29.226264,40.339416,29.518917,40.567980,1554
1257,OSMANGAZİ,16,28.919984,39.986364,29.269840,40.344716,1832
1258,YENİŞEHİR,16,29.349436,40.127325,29.849224,40.368348,1725
1259,YILDIRIM,16,29.061172,40.118734,29.210268,40.254025,1859
1260,İNEGÖL,16,29.269840,39.853255,29.768396,40.210801,1411
1261,İZNİK,16,29.504035,40.347683,29.976117,40.613489,1420
1262,AYVACIK,17,26.063563,39.453307,26.671152,39.687965,1160
1263,BAYRAMİÇ,17,26.427114,39.657958,26.986568,40.014612,1180
1264,BOZCAADA,17,25.962497,39.787057,26.083761,39.847221,1205
1265,BİGA,17,26.902848,40.067783,27.533906,40.474989,1190
1266,ECEABAT,17,26.166247,40.040706,26.494387,40.384818,1293
1267,EZİNE,17,26.050352,39.635228,26.505911,39.966981,1326
1268,GELİBOLU,17,26.363049,40.278406,27.015193,40.744102,1340
1269,GÖKÇEADA,17,25.665307,40.091347,26.014801,40.240259,1408
1270,LAPSEKİ,17,26.540583,40.116035,27.038364,40.405993,1503
1271,MERKEZ,17,26.170674,39.908054,26.837863,40.233098,1230
1272,YENİCE,17,26.946564,39.684656,27.533686,40.121055,1722
1273,ÇAN,17,26.780543,39.808825,27.239549,40.160776,1229
1274,ATKARACALAR,18,33.000251,40.725651,33.177925,40.939571,1765
1275,BAYRAMÖREN,18,33.043478,40.912062,33.317075,41.074474,1885
1276,ELDİVAN,18,33.369996,40.356883,33.604759,40.647780,1300
1277,ILGAZ,18,33.382814,40.774116,33.851637,41.082969,1399
1278,KIZILIRMAK,18,33.801696,40.270817,34.146591,40.516693,1817
1279,KORGUN,18,33.285162,40.595585,33.594633,40.822661,1963
1280,KURŞUNLU,18,33.143773,40.630781,33.479917,41.010729,1494
1281,MERKEZ,18,33.504384,40.318158,34.126671,40.796770,1232
1282,ORTA,18,32.857260,40.461465,33.297965,40.743047,1555
1283,YAPRAKLI,18,33.676266,40.593681,34.128134,40.899828,1718
1284,ÇERKEŞ,18,32.567582,40.649082,33.079214,41.000772,1248
1285,ŞABANÖZÜ,18,33.084739,40.324371,33.447357,40.630781,1649
1286,ALACA,19,34.636004,39.989279,35.209932,40.341935,1124
1287,BAYAT,19,34.002276,40.437104,34.389196,40.855094,1177
1288,BOĞAZKALE,19,34.433297,39.949385,34.681776,40.133804,1778
1289,DODURGA,19,34.582829,40.760569,34.873938,40.918085,1911
1290,KARGI,19,34.221554,40.972316,34.850293,41.328228,1445
1291,LAÇİN,19,34.719150,40.704763,35.028814,40.861712,1972
1292,MECİTÖZÜ,19,35.085391,40.332415,35.529376,40.705672,1520
1293,MERKEZ,19,34.482350,40.255891,35.291048,40.742708,1259
1294,ORTAKÖY,19,35.065138,40.196183,35.407025,40.387308,1556
1295,OSMANCIK,19,34.448002,40.850909,35.104667,41.250809,1558
1296,OĞUZLAR,19,34.590846,40.696438,34.777249,40.847492,1976
1297,SUNGURLU,19,33.963941,39.930397,34.679529,40.481185,1642
1298,UĞURLUDAĞ,19,34.179971,40.347731,34.577806,40.595600,1850
1299,İSKİLİP,19,34.203670,40.515429,34.715094,41.002965,1414
1300,ACIPAYAM,20,28.962809,37.014925,29.605003,37.648205,1102
1301,BABADAĞ,20,28.779064,37.712465,28.961720,37.881578,1769
1302,BAKLAN,20,29.435409,37.843172,29.678129,38.174562,1881
1303,BEKİLLİ,20,29.209544,38.180250,29.605951,38.325702,1774
1304,BEYAĞAÇ,20,28.753899,37.123647,29.026937,37.318611,1888
1305,BOZKURT,20,29.446602,37.643220,29.707698,37.968180,1889
1306,BULDAN,20,28.633600,37.965989,28.994510,38.244172,1214
1307,GÜNEY,20,28.883964,38.041159,29.213128,38.246564,1371
1308,HONAZ,20,29.176782,37.628123,29.499841,37.892114,1803
1309,KALE,20,28.574357,37.266864,28.990627,37.603197,1426
1310,MERKEZEFENDİ,20,28.905616,37.690118,29.134084,37.927661,2079
1311,PAMUKKALE,20,28.967518,37.660523,29.285174,38.121288,1871
1312,SARAYKÖY,20,28.717215,37.813721,29.042750,38.025971,1597
1313,SERİNHİSAR,20,29.200108,37.486658,29.439401,37.690413,1840
1314,TAVAS,20,28.744463,37.181742,29.240375,37.757393,1670
1315,ÇAL,20,29.177002,37.862832,29.565399,38.235108,1224
1316,ÇAMELİ,20,29.093273,36.873254,29.444320,37.210548,1226
1317,ÇARDAK,20,29.525790,37.626720,29.890675,37.882817,1233
1318,ÇİVRİL,20,29.520519,37.992273,30.084129,38.469457,1257
1319,BAĞLAR,21,39.794976,37.681747,40.254620,37.936339,2040
1320,BİSMİL,21,40.465584,37.644060,41.090563,38.076647,1195
1321,DİCLE,21,39.873213,38.232995,40.360403,38.475969,1278
1322,ERGANİ,21,39.541626,37.794515,39.973968,38.387090,1315
1323,EĞİL,21,39.943617,38.098458,40.286496,38.306545,1791
1324,HANİ,21,40.245358,38.266776,40.544911,38.587464,1381
1325,HAZRO,21,40.598421,38.126918,40.919836,38.329193,1389
1326,KAYAPINAR,21,39.804971,37.865681,40.205805,38.110561,2041
1327,KOCAKÖY,21,40.376758,38.151594,40.664549,38.344700,1962
1328,KULP,21,40.801172,38.236643,41.335375,38.727520,1490
1329,LİCE,21,40.432049,38.307595,40.908035,38.618360,1504
1330,SUR,21,40.218084,37.801244,40.680438,38.283918,2042
1331,SİLVAN,21,40.634852,37.931990,41.224437,38.350134,1624
1332,YENİŞEHİR,21,39.920472,37.879103,40.272487,38.173707,2043
1333,ÇERMİK,21,39.117645,37.859927,39.654105,38.231424,1249
1334,ÇINAR,21,39.813656,37.504100,40.671852,37.832958,1253
1335,ÇÜNGÜŞ,21,39.111094,38.115328,39.555343,38.359322,1263
1336,ENEZ,22,26.035072,40.589595,26.377935,40.830845,1307
1337,HAVSA,22,26.683629,41.417634,27.006467,41.708660,1385
1338,KEŞAN,22,26.326524,40.591916,26.788600,41.044601,1464
1339,LALAPAŞA,22,26.561542,41.765368,26.986467,42.001854,1502
1340,MERKEZ,22,26.329093,41.437904,26.820838,41.893307,1295
1341,MERİÇ,22,26.302863,41.025974,26.593196,41.342217,1523
1342,SÜLOĞLU,22,26.774575,41.665500,27.015436,41.885881,1988
1343,UZUNKÖPRÜ,22,26.440852,41.028976,26.959178,41.454044,1705
1344,İPSALA,22,26.199755,40.727574,26.608113,41.095576,1412
1345,ALACAKAYA,23,39.717265,38.357422,39.999392,38.609162,1873
1346,ARICAK,23,39.952340,38.456973,40.321306,38.634606,1762
1347,AĞIN,23,38.558843,38.843961,38.775723,39.046806,1110
1348,BASKİL,23,38.359163,38.391224,38.990443,38.754510,1173
1349,KARAKOÇAN,23,39.841513,38.807852,40.292580,39.187301,1438
1350,KEBAN,23,38.516616,38.634663,38.926085,38.901892,1455
1351,KOVANCILAR,23,39.470272,38.636273,40.256166,38.888815,1820
1352,MADEN,23,39.341367,38.234751,39.823922,38.598526,1506
1353,MERKEZ,23,38.861603,38.431072,39.771234,38.906498,1298
1354,PALU,23,39.713722,38.514891,40.376551,38.864110,1566
1355,SİVRİCE,23,38.866787,38.293884,39.451729,38.530769,1631
1356,KEMAH,24,38.661194,39.370695,39.562936,39.851536,1459
1357,KEMALİYE,24,38.324910,39.014697,38.937561,39.383135,1460
1358,MERKEZ,24,39.034504,39.467370,39.814669,39.933078,1318
1359,OTLUKBELİ,24,39.871747,39.910451,40.239114,40.058447,1977
1360,REFAHİYE,24,38.392478,39.704305,39.225900,40.074993,1583
1361,TERCAN,24,40.057901,39.504076,40.679012,39.944744,1675
1362,ÇAYIRLI,24,39.625492,39.649961,40.311587,40.034432,1243
1363,ÜZÜMLÜ,24,39.626402,39.559892,40.158395,39.784737,1853
1364,İLİÇ,24,38.289030,39.294836,38.978933,39.799454,1406
1365,AZİZİYE,25,40.630556,39.817581,41.260308,40.326681,1945
1366,AŞKALE,25,40.272747,39.676664,40.934491,40.101954,1153
1367,HINIS,25,41.368178,39.159628,41.939557,39.574089,1392
1368,HORASAN,25,41.891917,39.821337,42.567831,40.285778,1396
1369,KARAYAZI,25,41.741420,39.406938,42.520034,39.835817,1444
1370,KARAÇOBAN,25,41.885270,39.184795,42.260817,39.482378,1812
1371,KÖPRÜKÖY,25,41.690756,39.683015,42.105102,40.144124,1967
1372,NARMAN,25,41.662523,40.133395,42.215140,40.442136,1540
1373,OLTU,25,41.636555,40.334902,42.235495,40.776326,1550
1374,OLUR,25,41.856245,40.718002,42.409590,40.968455,1551
1375,PALANDÖKEN,25,40.909655,39.728064,41.501665,39.972415,2044
1376,PASİNLER,25,41.413906,39.779050,41.833708,40.197264,1567
1377,PAZARYOLU,25,40.529902,40.266773,40.866539,40.614319,1865
1378,TEKMAN,25,41.122889,39.339938,41.808370,39.808482,1674
1379,TORTUM,25,41.172343,40.159345,41.748108,40.581148,1683
1380,UZUNDERE,25,41.435039,40.444923,41.784030,40.706473,1851
1381,YAKUTİYE,25,41.098575,39.877253,41.601190,40.240328,2045
1382,ÇAT,25,40.592959,39.396613,41.276382,39.796719,1235
1383,İSPİR,25,40.606929,40.210071,41.403264,40.831211,1416
1384,ŞENKAYA,25,42.154974,40.334340,42.571556,40.815567,1657
1385,ALPU,26,30.818669,39.640697,31.163100,40.063419,1759
1386,BEYLİKOVA,26,31.112797,39.526716,31.407504,39.953711,1777
1387,GÜNYÜZÜ,26,31.682151,39.113764,32.030313,39.511673,1934
1388,HAN,26,30.687994,39.035789,30.926187,39.317606,1939
1389,MAHMUDİYE,26,30.763738,39.350691,31.172571,39.654139,1508
1390,MİHALGAZİ,26,30.457416,39.918515,30.666757,40.129001,1973
1391,MİHALIÇÇIK,26,31.109996,39.627522,31.903299,40.072484,1527
1392,ODUNPAZARI,26,30.222391,39.439551,30.887251,39.857933,2046
1393,SARICAKAYA,26,30.553983,39.941421,30.856694,40.187227,1599
1394,SEYİTGAZİ,26,30.334576,39.066664,30.863114,39.625977,1618
1395,SİVRİHİSAR,26,31.137008,39.029024,31.965505,39.737665,1632
1396,TEPEBAŞI,26,30.183461,39.622326,30.972644,40.016533,2047
1397,ÇİFTELER,26,30.826911,39.153676,31.334924,39.490528,1255
1398,İNÖNÜ,26,29.991791,39.658465,30.281571,39.855863,1808
1399,ARABAN,27,37.503031,37.339302,38.085120,37.537303,1139
1400,KARKAMIŞ,27,37.748422,36.749432,38.042952,36.960359,1956
1401,NURDAĞI,27,36.664810,37.023807,37.037144,37.332527,1974
1402,NİZİP,27,37.594441,36.810693,38.008116,37.274393,1546
1403,OĞUZELİ,27,37.354400,36.703884,37.783321,37.054133,1549
1404,YAVUZELİ,27,37.433264,37.206073,37.888470,37.419971,1720
